Sequence_ID,ACC_Lag_1,ACC_Lag_2,ACC_Lag_3
PositiveID_121288,0.06531010877337948,-0.05602953373124372,-0.022742296086779818
PositiveID_421471,0.258460188872191,0.012391881000460547,-0.14169808454531946
PositiveID_63758,0.05313154193161068,-0.10808928896919998,-0.09150081682201655
PositiveID_115848,-0.018341611518486404,-0.04558639714331686,0.05719375129859631
PositiveID_144255,0.07709835871121751,0.024570945411621532,-0.05207059405861864
PositiveID_538407,0.06891304347826083,0.2621090909090909,0.08620437956204376
PositiveID_58381,-0.013055093056463397,-0.017820072888855433,0.01408952993267179
PositiveID_21848,0.08735489612616643,-0.03336537262343139,0.03921096987697701
PositiveID_10159,-0.4552788047286115,0.18872402113331402,-0.47314897609632
PositiveID_125185,-0.09736738842642739,0.09159487783849812,-0.03978032731574537
PositiveID_47289,0.002770746943338619,0.013704185005731843,0.0025912287208519204
PositiveID_39183,-0.022722558838523657,-0.07957054906039353,0.05392155073727904
PositiveID_99560,0.15262328284957957,0.06681689791471358,0.140431916214233
PositiveID_11823,0.017897213752703717,0.017398808548908105,-0.003988378720688973
PositiveID_237885,-0.0013888384058135586,-0.008707533854023631,-0.005033745394551627
PositiveID_54495,0.053248270770466066,-0.039676764467134466,-0.1166039610020191
PositiveID_116693,-0.16848256312372822,-0.008051657261519405,-0.09626537128641222
PositiveID_13525,0.05862825093239119,-0.034455422402908276,0.16383075547027584
PositiveID_40541,0.03136388343642582,0.07101510390918854,-0.057561918007851764
PositiveID_45497,0.22693606998164423,0.10715051477538576,0.23930474076785804
PositiveID_226021,-0.1355159118068313,0.07588305115499794,-0.0759413899892349
PositiveID_177516,0.0008419024040442151,0.020269458010145864,-0.10184221771323573
PositiveID_117731,-0.0012395922271266752,-0.0631636008986452,0.02333510441611097
PositiveID_236089,-0.0934328036547811,0.03574297519915868,-0.00119918763574345
PositiveID_14409,-0.003634568050756991,0.0031272671421148524,-0.004674220912890387
PositiveID_21791,-0.0034310805593321843,0.0044994861024382935,0.024446502825366357
PositiveID_111845,-0.39020514433419085,0.1933365004164931,-0.25588939915386144
PositiveID_1536,0.06032988537880906,0.025698803659394795,0.010586734693877553
PositiveID_49289,0.02300196181639095,-0.004209769351838752,-0.06429726385085222
PositiveID_102947,-0.05867836891797948,0.01924930574218397,0.00016736148907292646
PositiveID_535038,0.11473092450240872,-0.15238438988045785,-0.006370522897920804
PositiveID_57164,-0.05350473979314511,0.10185821761241869,0.0035929457384358586
PositiveID_20690,-0.05845671806546535,-0.011614748282251227,-0.059610695558610684
PositiveID_123119,0.12433446578725973,0.09557833157204,0.09274074494551589
PositiveID_48498,-0.008853103164878603,-0.0017706402158835061,0.015070521179221303
PositiveID_57974,0.011469080228543257,0.0017433206250174207,-0.04107787375811345
PositiveID_115824,-0.22672069647803716,-0.1190436847999056,0.02235179759136087
PositiveID_16396,-0.007428363681403104,-0.004622296185092781,-0.00512528382746861
PositiveID_153865,-0.14597043972228058,0.19465348639455793,-0.026183136412459614
PositiveID_48007,-0.03489481558076981,-0.0873336092818544,0.016120981277302396
PositiveID_137180,-0.044878031133070095,0.042884539146935186,-0.16315552868105945
PositiveID_95816,-0.06991584782060968,0.04093259047944146,0.05268913346729839
PositiveID_93172,0.03230211971036653,0.0019037360938438511,-0.013566829627766872
PositiveID_167908,-0.049426951128710137,0.2286274305131235,-0.06341996333067759
PositiveID_19562,-0.007276481435822162,0.011060355987230827,-0.007224026096740248
PositiveID_225258,0.21517695153307523,0.05777638518423309,0.22702387646059363
PositiveID_19276,0.013361900562261733,-0.01124469610088377,0.004381759050627761
PositiveID_242401,-0.08883287643620241,0.04920523246970544,0.004749984695439213
PositiveID_167633,0.23791027623737385,0.16870439002522883,0.16496415575417261
PositiveID_44588,0.02223509565569769,0.03603439273414347,0.025853503175008438
PositiveID_132634,0.09955263727225638,-0.01593279303653274,-0.011565969814054345
PositiveID_134075,0.07720289729512345,0.14117147233029861,0.05979359135619665
PositiveID_24600,0.12987091986552426,0.06918645381050534,0.11220978396916517
PositiveID_128225,0.01927585654514802,-0.11355531474155746,0.03349415423883748
PositiveID_20198,0.003928217364088554,0.03719573719758699,-0.015087015180685243
PositiveID_171029,-0.04163673942680144,-0.015681803106164387,0.01143176118798887
PositiveID_139806,0.15434531948877678,-0.13134731259997084,0.11560433561969329
PositiveID_161715,-0.01331783160095211,0.003761129093003569,-0.0013501179978706664
PositiveID_97231,-0.032874249988279536,0.04860433699406912,-0.030902992529839385
PositiveID_109917,0.06895729036787332,0.11447485459423541,0.08091311797482012
PositiveID_40278,0.07301184923598994,0.056450874896999674,-0.007315647514747943
PositiveID_97938,-0.007443375075663978,0.01193126069290057,-0.01734407199465707
PositiveID_117381,0.06127854837697305,0.06521056634160359,0.1625404610089056
PositiveID_534913,-0.011972535950916997,-0.026648806114092437,-0.039813060405621825
PositiveID_189760,0.12920433973880735,0.10465880405798995,0.07689791782110368
PositiveID_28676,-0.15020650968403934,-0.09273335497820971,0.13232451594018296
PositiveID_547603,0.07500173318154582,-0.10855502097861205,0.0789681127932692
PositiveID_233095,0.10214633936971973,-0.11336373669773563,-0.035097249714108256
PositiveID_107479,-0.11146838682486651,0.0498065824542543,-0.036066613592134866
PositiveID_107354,-0.45474052785064006,0.43193720326077223,-0.08303754073518695
PositiveID_429148,-0.07536986911618788,0.03225851894917058,-0.005865672787728812
PositiveID_42251,0.20577061770325378,0.129704595083394,0.14041038524570587
PositiveID_37316,0.018036067514995827,-0.0011648855210003733,0.01381595175176381
PositiveID_31518,1.2351818181818182,1.1688073394495413,1.0000925925925925
PositiveID_181030,-0.08121818978017133,-0.020318257254609635,-0.03254855747179602
PositiveID_22894,0.06569011496403719,0.024983210884353745,0.048393269893548196
PositiveID_114223,-0.13866655683453846,-0.1443108706088464,0.2132481243259219
PositiveID_12225,0.010658415324509746,-0.006052186841974885,-0.011926132677825026
PositiveID_21191,0.014264787364487445,0.002926888991159987,0.007751664887531119
PositiveID_140892,-0.30224384289893014,-0.0008564091639628836,0.10254952368747067
PositiveID_34217,-0.00861387101852792,-0.006226492965508992,-0.005384821976303131
PositiveID_57575,-0.22612216048880376,0.2707181145073815,-0.21365111597533826
PositiveID_228249,0.03261437196908397,0.0728954114840882,0.019135093720432858
PositiveID_157171,0.17575189903545557,0.1615762786245104,0.12752209678844337
PositiveID_111042,0.034740017717595335,0.04339778094195957,0.041151101943880795
PositiveID_98653,0.08757577548543821,0.061461528783412926,0.06251378981042605
PositiveID_65535,0.02568367172423919,0.016429271484294652,0.01829975392772278
PositiveID_80615,0.08367015686844959,0.032766769952626486,0.23801603136791213
PositiveID_192202,-0.004426110600932045,0.046921239616714426,0.005482011868826745
PositiveID_239720,-0.15267423347801204,0.026463028342187445,-0.0068735246362194476
PositiveID_451319,0.08275679843677357,-0.020513481851073725,-0.0772290809599156
PositiveID_132074,-0.01839220384086427,-0.001645386874576295,0.00822953238670783
PositiveID_135660,0.02257298930820011,-0.119421619771784,-0.07543344699435425
PositiveID_58664,-0.04601164071633881,-0.05193008756765949,0.05573537282056917
PositiveID_61996,-0.0006016114612109822,-0.0007513628383565952,-0.009435123358705095
PositiveID_181410,0.019786050164223325,0.01838013952041119,0.002059702930805614
PositiveID_128539,0.13345490631558643,0.055424218406606336,-0.0019369875294343733
PositiveID_238600,0.20221972486265774,0.035987117136840316,0.12078622119108141
PositiveID_132397,0.075341092992271,-0.07415937430519876,0.0032571776854273355
PositiveID_12871,0.046488179875550505,0.06834864131849329,0.23047145480017592
PositiveID_151813,-1.5803603746232995e-05,-0.010057350355596718,0.020224149211108145
PositiveID_10204,0.01308627653859546,-0.2322636393133833,-0.13331775998640874
PositiveID_73485,-0.06985909624894131,-0.303280377191527,0.14679411270681111
PositiveID_118019,0.03021625395786286,-0.08680958597514747,-0.008008809803681587
PositiveID_187040,-0.0017053174966536317,-0.00032680600760734706,0.0009183596147075625
PositiveID_71672,0.024685120235991447,-0.09455564088219662,-0.018637652499901017
PositiveID_5387,0.12956601875197382,-0.17360078370681603,0.060638770522750816
PositiveID_94471,0.06460425967261904,-0.28619739163306457,-0.27095975281762297
PositiveID_51871,-0.0060296762384071225,0.006449963294505378,-0.0028714969446086186
PositiveID_161184,-0.04149757577175156,-0.07274246769518944,0.035291571883793074
PositiveID_534894,0.35953709653080995,-0.11691181825339023,-0.3170189509449355
PositiveID_130291,0.22506721318978484,-0.2122704473685031,-0.03995543500175191
PositiveID_52411,0.053355784788011264,0.07581844539574417,0.02497561370910817
PositiveID_66749,-0.015395744903020333,-0.004260968248995895,-0.024954579248298536
PositiveID_141105,-0.042558198823014266,-0.05870145828121026,0.06947302815767083
PositiveID_52043,0.043181132097198094,-0.019537231570467085,0.01653927465330046
PositiveID_93039,0.0008705136481051921,-0.04831889835888155,0.00805129087201179
PositiveID_94606,-0.007205403930389122,-0.05648254747190045,-0.027216508555696527
PositiveID_21365,0.02407298878932874,-0.050635890974488354,-0.033617438099099645
PositiveID_48027,0.08301376559672476,-0.07195546930423206,-0.25402264380251893
PositiveID_123734,-0.12381542315438308,-0.005246621809721352,-0.004428087442044582
PositiveID_225710,0.038706085110845175,-0.008069293301273251,0.02417211202226689
PositiveID_121020,0.02284646223196766,0.08448358244520117,-0.0007062094803721538
PositiveID_38950,0.06726858930397453,0.014748404968173428,-0.021430085493818644
PositiveID_43724,0.002505851268342268,0.011239683829305106,-0.01803296903761264
PositiveID_175786,-0.0009542057739976671,0.008516800652898112,0.003145430189640809
PositiveID_38229,0.0011657077870341121,0.07994980125253771,0.06808217766929388
PositiveID_132098,0.07530275200828196,-0.023634233980757865,-0.006022288461163627
PositiveID_8562,0.005780556234335804,-0.013502239007537727,0.0026341960012594185
PositiveID_134240,-0.0048494163852010755,0.01588336377852707,0.0061727713778080995
PositiveID_434735,0.02520573412687585,0.13198874419258183,-0.04530958106438474
PositiveID_106076,0.2276598539646692,0.16124797321142936,0.16784016019369138
PositiveID_61945,0.02007206175075343,0.014983712333702137,0.009745690795692505
PositiveID_125791,-0.012461781419088058,-0.006034616709443247,0.01097585878841831
PositiveID_51930,0.26988690649440167,0.15016079051735992,0.13256599481206469
PositiveID_3396,-0.3002974474166972,-0.11503372921251888,0.4207343842950625
PositiveID_167650,-0.032655445631622926,-0.20450375434667292,0.21106132401084332
PositiveID_111750,0.1804693127530395,0.2543242268867168,0.4242198985894527
PositiveID_138608,-0.04136323324030047,0.036723406621416425,-0.09253587670521955
PositiveID_110116,-0.18301959748582194,-0.06462205720061467,0.25511483975558047
PositiveID_44569,0.02999072750840689,0.19890257865180166,0.023976544040236393
PositiveID_111013,-0.005485894765542243,0.06180517434655339,-0.031213156247256946
PositiveID_25320,0.01654024643659612,0.0062539244735910346,-0.008318408174675964
PositiveID_54862,-0.0032180096465899326,-0.009146606389612911,-0.004719984374234172
PositiveID_127643,-0.09219619522323899,0.06059062642812018,-0.019905942318892828
PositiveID_46804,-0.767284718786783,0.49436784599375655,-0.5984998412670418
PositiveID_44476,0.014293082388665529,-0.0015636124063833153,0.003576196248436337
PositiveID_75203,-0.011798146488509121,-0.009483687506622691,-0.07351291469903067
PositiveID_47689,0.15788352156612592,0.09133058134707833,0.1203264347536643
PositiveID_48993,0.13096008649420038,-0.11151053262365322,0.02299220593456614
PositiveID_22949,-0.02349140061581516,0.06506272923477222,-0.009227000961456315
PositiveID_111231,0.6465313421813076,-0.02033440927391364,-0.13063578772002893
PositiveID_110571,0.16300924446167453,0.15584713716258092,0.06676700717122717
PositiveID_232657,-0.03286001905054188,-0.2199073888208155,0.13597374066729934
PositiveID_71610,0.4167973636363637,0.41971406122448984,0.16434038144329902
PositiveID_180963,0.0450746903311458,-0.029801278046899762,-0.0402125177405812
PositiveID_512082,0.044352716279737324,-0.03883961945687427,-0.04587694365987814
PositiveID_140935,0.6699059712751058,0.14455726684619802,-0.36819608697509515
PositiveID_119274,-0.01632077580073908,-0.04078044838318243,-0.062029638514939284
PositiveID_8866,0.14104422428745164,-0.005372911154204177,-0.05148901926688056
PositiveID_11893,0.20871602529162772,0.3444776518014614,0.18980362872502862
PositiveID_22134,-0.009766016522316383,-0.07224098199194395,0.015863422597495038
PositiveID_66892,-0.05581128906793528,0.007421784880884401,0.023579556785243913
PositiveID_49210,-0.025174800486567547,0.014730695167409227,-0.023779524601339162
PositiveID_237627,0.006593906946457261,0.0036327546956492797,0.0083479664716658
PositiveID_194940,0.00905136899813346,-0.0007912837112111742,-0.008710116341298348
PositiveID_98851,0.11952314593902928,-0.20099455848090814,-0.3608324652370733
PositiveID_57506,0.0377357365148825,0.026728735341688507,-0.007738562563218536
PositiveID_35036,0.01509555595035667,0.15283678204056575,0.06616050773557182
PositiveID_118783,0.024964449873413286,0.04112044422157568,-0.10954545706972678
PositiveID_30178,0.028354719257397375,-0.20557955407275816,0.09016067043902379
PositiveID_158695,-0.15767568511192773,-0.6090633910893618,0.7580132858392902
PositiveID_43798,0.002267772475323685,0.0038266518659708262,-0.002230133080530453
PositiveID_545295,0.02520732587593429,0.45009888628468814,0.2394968036488377
PositiveID_48147,0.0579533279582824,-0.03141739270554171,0.10995319887355026
PositiveID_18787,-0.43805455974044644,0.580710848074922,-0.2671557208400341
PositiveID_6476,-0.02129404642497383,0.01894938179638213,0.027463224210701458
PositiveID_28313,0.03951939027048015,0.018085942802549913,-0.17165319030466658
PositiveID_33761,0.0027532605173097267,-0.021132341798825213,0.001824375619484634
PositiveID_122749,0.045565095414945966,0.012889542573227651,0.0694899335311398
PositiveID_150855,0.0430225280878181,0.01369471808372593,0.012760052091766933
PositiveID_176043,8.581376030126003e-05,0.00949804715322063,0.0016647926043648726
PositiveID_489865,0.015143458020050122,0.13276025,0.018223977959697723
PositiveID_174323,0.3576173999011369,0.4293113844256396,0.3272908812339684
PositiveID_115639,-0.12113151345730969,0.02474673678440519,-0.14717721943913636
PositiveID_229085,0.051939006440681446,0.09992533731905567,-0.017649243785487666
PositiveID_549324,0.00019531743186873145,-0.0008720414658310672,-0.004689999030973754
PositiveID_144364,0.00017648754844735052,0.004459849535640679,-0.023372003438497622
PositiveID_22223,0.003089418442052823,0.0036919649942795036,0.001628688771607399
PositiveID_128067,-0.022908938359310422,-0.13783439323519175,-0.0541243908699804
PositiveID_79969,-0.04449130631620002,0.13898610017576357,-0.29701340885583594
PositiveID_30677,-0.09974670480782503,0.04171515935855125,-0.03137517986618523
PositiveID_80035,-0.10638194385301195,0.049575181511711516,-0.21828086303974126
PositiveID_181555,-0.007671456635509789,-0.014479031715254751,0.0016865285545528332
PositiveID_119444,0.11869763622737234,-0.13587390513169442,0.08051963231734224
PositiveID_181554,-0.015061785356646106,-0.014601379503088442,0.005411716254911354
PositiveID_132390,0.021690068383276417,-0.09429401788308128,-0.08328229175057238
PositiveID_110685,0.05380992352960917,-0.00953655990334606,-0.07459941135090964
PositiveID_9103,-0.028083274925289427,-0.015911100559645844,-0.0010203678754640566
PositiveID_45124,0.008693954706408132,0.01481394463731428,-0.01996494743499244
PositiveID_105971,0.061996903123897225,0.022167956056389517,0.022860967405915707
PositiveID_48846,-0.06499574349935885,0.01940093685684704,0.09897163086929117
PositiveID_150616,0.026734642263135697,0.022812493300583183,0.022110506759069448
PositiveID_560867,-0.03284985509339074,0.015938774469941377,0.04443673524041343
PositiveID_111611,-0.0352647205390977,-0.011815316546646765,-0.02058769511483052
PositiveID_40649,0.037290701858689525,-0.022334868468736713,-1.2008335197371413e-05
PositiveID_42493,-0.10606668259019582,-0.04502838712724766,0.05523982163542603
PositiveID_50989,0.06097528769428237,0.05971211718840329,0.05578714047320999
PositiveID_6332,-0.01560697633543044,-0.04870802014277811,-0.037820407470584815
PositiveID_105863,0.06959003055445219,-0.012975683873756111,-0.038703238496040626
PositiveID_96119,-0.11814229975154841,0.07285180941440562,-0.035649189249680364
PositiveID_170844,0.0027212852145338425,-0.057594774434965405,0.04038064191615568
PositiveID_171113,0.06442490737169368,0.09984549144085314,0.04749243391708531
PositiveID_99445,-0.5101892942397561,0.4461935546160832,-0.2720509146073572
PositiveID_33882,0.2363609186166729,0.22712473841572758,0.2225039061456233
PositiveID_8637,0.045735300619771165,0.15614063081287205,0.04407244628906247
PositiveID_62828,-0.08881184762608221,0.07693918244694208,0.06700974283819025
PositiveID_102945,-0.029754547336952642,-0.03711841391964304,0.0321979451398667
PositiveID_51393,-0.31187987421383656,0.1602291139240506,0.05752420382165602
PositiveID_32990,0.1064369823979397,0.060813583013579656,-0.029518301741407776
PositiveID_119979,-0.14439320813680098,0.253350965418151,0.017968637292992216
PositiveID_58765,-0.004583436164938641,-0.004565019905591983,-0.005228107358838851
PositiveID_152051,-0.0003498125831816974,-0.020409565325477264,0.0026609547152405657
PositiveID_89665,0.0042117086057048055,0.04268718844404771,0.06512227078094728
PositiveID_51146,-0.006405959125144746,-0.0021041634773149723,0.009850650812376871
PositiveID_144229,-0.023729325294788866,0.018894237175180132,0.06918716179295183
PositiveID_72517,-0.006987396474366565,-0.03221172464340264,0.027119497822680375
PositiveID_536346,0.10498127051755254,-0.06137198049018053,-0.03752254023892406
PositiveID_30872,0.10430227655663343,-0.4092648294352396,-0.08414404070106649
PositiveID_50340,-0.07661085788460627,0.1189754295737342,0.08375941862906547
PositiveID_171163,0.016449613218878657,0.010905059776621378,0.017792386990102303
PositiveID_32502,0.012243500137911607,-0.06988958607811899,-0.03376769717481427
PositiveID_76208,0.01139633664743623,-0.02796017278785936,-0.024947469449069018
PositiveID_144467,0.23025853732355767,0.07768167859696537,-0.10404802237942344
PositiveID_118257,-0.028589782619757115,0.04011572855361607,0.04348336432759758
PositiveID_161229,0.008653661663485331,0.013093215109227953,0.007196624641038218
PositiveID_3158,-0.009000076103500763,0.005821459881837232,0.014508361970217619
PositiveID_78806,-0.029835850567760985,0.049739649532445356,-0.04646762578434316
PositiveID_112912,0.07651609593765088,0.050697478845887066,0.017920459301109037
PositiveID_181684,-0.006477394841771335,0.01988485172519349,-0.012608719505424389
PositiveID_230012,-0.049701633347750324,0.12170003860051866,-0.05348775824668533
PositiveID_239838,0.06368104986170149,0.03261425347520573,0.036753042529924944
PositiveID_45464,0.13055076328241297,0.18035621415225656,0.2007633387254965
PositiveID_558383,0.16863389707940982,-0.4085223453396436,-0.329810332253935
PositiveID_101546,-0.05305599130494667,-0.08521782183432122,0.07066159782276382
PositiveID_534848,0.03536987606018582,0.015998864493305884,-0.0012496311198415785
PositiveID_62831,-0.05209011964212619,-0.05146778512784422,-0.08052486078927246
PositiveID_118185,-0.07157258274745575,0.02083501449978366,0.025983820138818205
PositiveID_177488,-0.04088203414292019,-0.01609139229995319,0.013125183823067021
PositiveID_126897,0.010764313102608334,-0.07525750736530837,-0.03580198834302143
PositiveID_535622,-0.010698477995502522,-0.03506359500999113,0.010283013404505773
PositiveID_132979,0.028559739552735424,0.041803716311207745,-0.01459700369010379
PositiveID_57168,0.2055159989774985,0.17007540846089528,0.17132860350311008
PositiveID_2092,-0.02333080234391358,-0.07372453910427675,0.04140825171242022
PositiveID_143328,0.04998006246874012,0.051355187806660985,0.0420766217331466
PositiveID_113490,-0.14000198414595016,-0.10906319349105227,-0.30452160291338665
PositiveID_38387,-0.04857966944100306,-0.06812583200437246,0.1443826776873256
PositiveID_176044,-0.0022234278887387693,0.011356593297930163,-0.002591714130966126
PositiveID_194748,0.014108028577955754,-0.18134886014324317,-0.2569008114891804
PositiveID_97735,0.016673876480985436,-0.057586964035463414,0.022250863933266876
PositiveID_60432,0.32588892929292923,-0.26698359183673476,0.1577135257731959
PositiveID_110964,-0.0707965521466178,0.11458310270680923,0.02450526260120251
PositiveID_499195,0.017910406650641027,-0.10529559151785713,-0.04705864411712036
PositiveID_24037,-0.13476638407271657,-0.0673931810185448,0.04242748609671036
PositiveID_544614,0.07048063914215695,0.04547396029140729,0.06480375850499233
PositiveID_21026,-0.06903195386899673,0.033016350502836994,-0.07993947019955908
PositiveID_119551,-0.007364883429422687,0.015188425464738692,-0.11844798918304689
PositiveID_167067,0.19407421483766116,-0.21233659768807397,-0.3802904604374828
PositiveID_558450,-0.005209494907714203,-0.49717550372658464,-0.16629210260040334
PositiveID_52825,-0.057161565534361934,-0.081775440035329,0.01215770558247047
PositiveID_91203,0.009894398808748393,-0.04900250066857649,-0.02915325898423655
PositiveID_431,-0.16951420656741803,0.007110457148541735,-0.21169127176087668
PositiveID_52007,0.04307600201368241,0.10274174402736809,-0.06492807567885503
PositiveID_115623,0.0008091823642063429,-0.04613433252095036,-0.160756267222787
PositiveID_51371,-0.01060060761487314,-0.0022663676977873757,-7.889582864502442e-05
PositiveID_104816,0.008844379500585973,0.02142519460290823,-0.02448586099060578
PositiveID_37760,0.009236233509587022,-0.20821842154000483,-0.4050797780382699
PositiveID_113082,0.07463010215312782,-0.18720686076437454,-0.10827638034605351
PositiveID_75287,-0.19370891484759364,0.13178097701200608,-0.08523567871191341
PositiveID_9528,0.21117662409456014,-0.013230519129278008,-0.047533362307790594
PositiveID_118021,-0.049492455798578916,0.026086823538365975,-0.03820089047296222
PositiveID_173562,0.045897278373779334,0.06446095899414792,0.0027982116397644087
PositiveID_449204,-0.007160212175307388,-0.007152635166062187,0.006660197793338712
PositiveID_2040,-0.015291333840126327,-0.040335984048791934,-0.07892556019525965
PositiveID_21715,0.00717219136232091,0.0009226125610316789,0.020446407198054743
PositiveID_44793,-0.04451578484210637,-0.08474160221622713,0.14085982384686435
PositiveID_58440,-0.014706464280855269,-0.035287207865367994,-0.02866888794513726
PositiveID_56565,0.02188548541304699,-0.008602978499216424,-0.012028744656144725
PositiveID_167068,0.04537627433422874,0.06285693828730111,0.020828328382392625
PositiveID_49246,0.04773781235015234,0.019182743496187614,0.04165554570211082
PositiveID_75913,0.0014684306707290317,-0.0007015599373065056,0.032176430704711045
PositiveID_39664,-0.006895380104723589,-0.04193091914202017,0.004949048612144967
PositiveID_57880,-0.029694398148639882,-0.005055862305878548,0.007307781775115766
PositiveID_145951,0.054223283696506024,-0.054472707298607655,0.01317727621268247
PositiveID_450464,0.07940033716056366,0.055278881448356694,0.05033747492524204
PositiveID_188204,-0.03713719567122879,-0.008051261648471827,0.030858418762088457
PositiveID_1385,-0.07710477277811302,-0.36686989542891135,0.11027483627063839
PositiveID_537393,0.02268455676659111,0.030893200948466495,-0.004902007247761638
PositiveID_120402,-0.003546736232790993,-0.029215394110275704,-0.009352480238393981
PositiveID_49108,0.13973725324747518,0.06578677250997765,0.04090685711871761
PositiveID_99975,0.008874314264672993,-0.044844934529855975,0.013870756504909005
PositiveID_27244,0.005770786274728862,-0.01674727928108919,-0.012380014210496232
PositiveID_111811,-0.019354253395006512,-0.008578403860153894,-0.07145491853160865
PositiveID_58115,-0.02558045057341459,-0.2400160439981398,0.02291151476919797
PositiveID_38657,0.17226134124113734,0.11902295652880773,0.07383593990854335
PositiveID_122785,-0.133222500573289,0.012599958416853966,0.03448239758831133
PositiveID_61843,-0.0012775123264131872,-0.04586611065781569,0.038361970435599274
PositiveID_161475,-0.041829960766174755,0.0025503513926021103,-0.017780271773974815
